Area Name,Total/ Rural/ Urban,Age group,Worked for 3 months or more but less than 6 months -  Persons,Worked for 3 months or more but less than 6 months - Males,Worked for 3 months or more but less than 6 months - Females,Worked for less than 3 months - Persons,Worked for less than 3 months - Males,Worked for less than 3 months - Females,Industrial Category - A - Cultivators - Persons,Industrial Category - A - Cultivators - Males,Industrial Category - A - Cultivators - Females,Industrial Category - A - Agricultural labourers - Persons,Industrial Category - A - Agricultural labourers - Males,Industrial Category - A - Agricultural labourers - Females,"Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Persons","Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Males","Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Females",Industrial Category - B - Persons,Industrial Category - B - Males,Industrial Category - B - Females,Industrial Category - C - HHI - Persons,Industrial Category - C - HHI - Males,Industrial Category - C - HHI - Females,Industrial Category - C - Non HHI - Persons,Industrial Category - C - Non HHI - Males,Industrial Category - C - Non HHI - Females,Industrial Category - D & E - Persons,Industrial Category - D & E - Males,Industrial Category - D & E - Females,Industrial Category - F - Persons,Industrial Category - F - Males,Industrial Category - F - Females,Industrial Category - G - HHI - Persons,Industrial Category - G - HHI - Males,Industrial Category - G - HHI - Females,Industrial Category - G - Non HHI - Persons,Industrial Category - G - Non HHI - Males,Industrial Category - G - Non HHI - Females,Industrial Category - H - Persons,Industrial Category - H - Males,Industrial Category - H - Females,Industrial Category - I - Persons,Industrial Category - I - Males,Industrial Category - I - Females,Industrial Category - J - HHI - Persons,Industrial Category - J - HHI - Males,Industrial Category - J - HHI - Females,Industrial Category - J - Non HHI - Persons,Industrial Category - J - Non HHI - Males,Industrial Category - J - Non HHI - Females,Industrial Category - K to M - Persons,Industrial Category - K to M - Males,Industrial Category - K to M - Females,Industrial Category - N to O - Persons,Industrial Category - N to O - Males,Industrial Category - N to O - Females,Industrial Category - P to Q - Persons,Industrial Category - P to Q - Males,Industrial Category - P to Q - Females,Industrial Category - R to U - HHI - Persons,Industrial Category - R to U - HHI - Males,Industrial Category - R to U - HHI - Females,Industrial Category - R to U - Non HHI - Persons,Industrial Category - R to U - Non HHI - Males,Industrial Category - R to U - Non HHI - Females
District - Thanjavur,Rural,15-34,11233,5902,5331,2029,1033,996,430,253,177,10294,4996,5298,76,60,16,0,0,0,80,42,38,164,110,54,6,6,0,462,378,84,0,0,0,230,170,60,260,260,0,48,48,0,6,6,0,30,24,6,50,32,18,28,24,4,152,54,98,100,36,64,846,436,410
District - Thanjavur,Rural,35-59,14125,6267,7858,2345,889,1456,667,371,296,14719,6121,8598,38,18,20,2,0,2,44,36,8,84,60,24,12,12,0,288,170,118,0,0,0,64,48,16,54,54,0,12,6,6,0,0,0,0,0,0,24,24,0,38,26,12,66,26,40,78,38,40,280,146,134
District - Thanjavur,Rural,60+,3239,1856,1383,720,369,351,193,126,67,3554,1967,1587,24,14,10,0,0,0,8,0,8,20,8,12,2,0,2,64,52,12,0,0,0,14,8,6,6,6,0,8,6,2,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,10,6,4,44,20,24
District - Thanjavur,Rural,Unknown,17,10,7,1,1,0,2,2,0,16,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
District - Thanjavur,Urban,15-34,1709,1053,656,345,222,123,31,18,13,944,535,409,25,17,8,3,0,3,18,5,13,67,49,18,2,0,2,212,183,29,0,0,0,116,81,35,69,69,0,25,22,3,0,0,0,21,15,6,21,18,3,32,21,11,45,14,31,8,3,5,415,225,190
District - Thanjavur,Urban,35-59,1895,1015,880,355,168,187,51,28,23,1559,765,794,32,24,8,0,0,0,32,15,17,49,32,17,12,3,9,173,114,59,0,0,0,55,29,26,33,33,0,23,18,5,0,0,0,0,0,0,15,12,3,20,18,2,38,21,17,6,3,3,152,68,84
District - Thanjavur,Urban,60+,380,235,145,107,66,41,7,6,1,377,223,154,17,15,2,0,0,0,2,0,2,9,9,0,3,3,0,13,6,7,0,0,0,8,6,2,6,6,0,2,0,2,0,0,0,0,0,0,0,0,0,8,6,2,0,0,0,11,3,8,24,18,6
District - Thanjavur,Urban,Unknown,2,2,0,4,4,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
District - Pudukkottai,Total,15-34,8962,4352,4610,1524,593,931,934,459,475,6266,2490,3776,104,60,44,26,18,8,126,52,74,364,202,162,6,6,0,900,522,378,0,0,0,332,240,92,160,160,0,78,78,0,0,0,0,12,6,6,18,18,0,28,18,10,148,62,86,108,36,72,876,518,358
District - Pudukkottai,Total,35-59,9997,4191,5806,1533,600,933,1202,614,588,7966,3025,4941,142,92,50,90,60,30,70,40,30,216,126,90,0,0,0,1138,448,690,0,0,0,122,96,26,96,96,0,60,48,12,0,0,0,0,0,0,0,0,0,18,6,12,34,8,26,82,20,62,294,112,182
District - Pudukkottai,Total,60+,2324,1236,1088,482,206,276,312,215,97,2050,991,1059,72,38,34,10,6,4,30,12,18,34,14,20,0,0,0,188,86,102,0,0,0,26,24,2,12,12,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,8,0,8,58,38,20
District - Pudukkottai,Total,Unknown,8,1,7,1,0,1,1,0,1,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
District - Pudukkottai,Rural,15-34,8216,3897,4319,1445,553,892,911,448,463,6090,2392,3698,88,60,28,26,18,8,112,46,66,248,134,114,6,6,0,802,438,364,0,0,0,242,180,62,120,120,0,66,66,0,0,0,0,12,6,6,12,12,0,20,12,8,120,60,60,94,30,64,692,422,270
District - Pudukkottai,Rural,35-59,9275,3831,5444,1440,546,894,1186,603,583,7737,2920,4817,114,78,36,90,60,30,64,34,30,122,88,34,0,0,0,1000,372,628,0,0,0,44,38,6,66,66,0,40,36,4,0,0,0,0,0,0,0,0,0,10,6,4,26,8,18,74,12,62,142,56,86
District - Pudukkottai,Rural,60+,2222,1168,1054,457,199,258,308,213,95,1999,962,1037,70,38,32,10,6,4,30,12,18,28,8,20,0,0,0,154,74,80,0,0,0,20,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,52,36,16
District - Pudukkottai,Rural,Unknown,8,1,7,1,0,1,1,0,1,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
District - Pudukkottai,Urban,15-34,746,455,291,79,40,39,23,11,12,176,98,78,16,0,16,0,0,0,14,6,8,116,68,48,0,0,0,98,84,14,0,0,0,90,60,30,40,40,0,12,12,0,0,0,0,0,0,0,6,6,0,8,6,2,28,2,26,14,6,8,184,96,88
District - Pudukkottai,Urban,35-59,722,360,362,93,54,39,16,11,5,229,105,124,28,14,14,0,0,0,6,6,0,94,38,56,0,0,0,138,76,62,0,0,0,78,58,20,30,30,0,20,12,8,0,0,0,0,0,0,0,0,0,8,0,8,8,0,8,8,8,0,152,56,96
District - Pudukkottai,Urban,60+,102,68,34,25,7,18,4,2,2,51,29,22,2,0,2,0,0,0,0,0,0,6,6,0,0,0,0,34,12,22,0,0,0,6,6,0,12,12,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,6,2,4
District - Pudukkottai,Urban,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
District - Sivaganga,Total,15-34,10808,5533,5275,1757,806,951,1112,557,555,6785,3080,3705,186,106,80,0,0,0,120,72,48,412,250,162,14,8,6,1232,550,682,0,0,0,390,342,48,296,294,2,214,208,6,0,0,0,10,10,0,20,8,12,72,40,32,150,68,82,150,26,124,1402,720,682
District - Sivaganga,Total,35-59,12870,5965,6905,2189,754,1435,1574,827,747,9309,4154,5155,314,160,154,0,0,0,162,56,106,440,264,176,36,20,16,1980,588,1392,0,0,0,164,118,46,68,68,0,132,126,6,0,0,0,12,12,0,40,32,8,84,40,44,96,32,64,126,24,102,522,198,324
District - Sivaganga,Total,60+,3356,1864,1492,573,307,266,573,372,201,2544,1387,1157,62,34,28,0,0,0,46,18,28,82,62,20,0,0,0,308,122,186,0,0,0,10,6,4,12,12,0,42,42,0,0,0,0,0,0,0,0,0,0,8,6,2,8,6,2,26,12,14,208,92,116
District - Sivaganga,Total,Unknown,3,1,2,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
District - Sivaganga,Rural,15-34,9637,4778,4859,1401,560,841,1084,539,545,6342,2817,3525,168,88,80,0,0,0,84,44,40,364,222,142,0,0,0,970,342,628,0,0,0,268,230,38,222,220,2,180,174,6,0,0,0,8,8,0,18,6,12,20,8,12,128,56,72,106,20,86,1076,564,512
District - Sivaganga,Rural,35-59,11339,5109,6230,1786,530,1256,1537,797,740,8636,3772,4864,266,130,136,0,0,0,120,38,82,330,204,126,0,0,0,1552,332,1220,0,0,0,96,70,26,44,44,0,72,72,0,0,0,0,10,10,0,20,14,6,16,14,2,36,6,30,106,24,82,284,112,172
District - Sivaganga,Rural,60+,3079,1685,1394,521,266,255,564,367,197,2424,1308,1116,48,20,28,0,0,0,24,10,14,68,50,18,0,0,0,248,64,184,0,0,0,2,0,2,12,12,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,26,12,14,136,60,76
District - Sivaganga,Rural,Unknown,3,1,2,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
District - Sivaganga,Urban,15-34,1171,755,416,356,246,110,28,18,10,443,263,180,18,18,0,0,0,0,36,28,8,48,28,20,14,8,6,262,208,54,0,0,0,122,112,10,74,74,0,34,34,0,0,0,0,2,2,0,2,2,0,52,32,20,22,12,10,44,6,38,326,156,170
District - Sivaganga,Urban,35-59,1531,856,675,403,224,179,37,30,7,673,382,291,48,30,18,0,0,0,42,18,24,110,60,50,36,20,16,428,256,172,0,0,0,68,48,20,24,24,0,60,54,6,0,0,0,2,2,0,20,18,2,68,26,42,60,26,34,20,0,20,238,86,152
District - Sivaganga,Urban,60+,277,179,98,52,41,11,9,5,4,120,79,41,14,14,0,0,0,0,22,8,14,14,12,2,0,0,0,60,58,2,0,0,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,2,0,2,0,0,0,72,32,40
District - Sivaganga,Urban,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
District - Madurai,Total,15-34,13621,6749,6872,2599,1300,1299,591,295,296,9255,4032,5223,340,223,117,24,24,0,189,59,130,772,441,331,17,17,0,1459,960,499,0,0,0,401,270,131,257,251,6,109,103,6,0,0,0,63,46,17,72,64,8,85,68,17,195,70,125,224,45,179,2167,1081,1086
District - Madurai,Total,35-59,13941,6418,7523,2838,1214,1624,656,327,329,11976,5094,6882,445,235,210,35,18,17,242,98,144,302,204,98,45,33,12,1362,711,651,0,0,0,224,133,91,183,174,9,58,55,3,0,0,0,6,3,3,100,97,3,157,98,59,111,42,69,152,32,120,725,278,447
District - Madurai,Total,60+,2987,1575,1412,721,332,389,200,106,94,2811,1451,1360,117,57,60,0,0,0,34,16,18,55,41,14,2,0,2,195,102,93,0,0,0,21,9,12,8,6,2,3,3,0,0,0,0,6,3,3,0,0,0,32,24,8,6,0,6,16,0,16,202,89,113
District - Madurai,Total,Unknown,10,4,6,0,0,0,1,0,1,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
District - Madurai,Rural,15-34,10353,4907,5446,1796,840,956,548,272,276,8341,3565,4776,154,94,60,18,18,0,138,42,96,486,270,216,6,6,0,928,570,358,0,0,0,172,106,66,138,138,0,50,50,0,0,0,0,20,12,8,24,18,6,20,20,0,50,18,32,118,32,86,938,516,422
District - Madurai,Rural,35-59,11112,4917,6195,1962,827,1135,626,308,318,10612,4454,6158,194,104,90,20,10,10,164,72,92,130,84,46,18,18,0,744,348,396,0,0,0,34,22,12,72,70,2,30,30,0,0,0,0,0,0,0,44,44,0,40,30,10,40,18,22,78,24,54,228,108,120
District - Madurai,Rural,60+,2529,1319,1210,563,251,312,185,97,88,2539,1285,1254,62,36,26,0,0,0,20,10,10,40,30,10,0,0,0,106,46,60,0,0,0,10,6,4,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,20,12,8,2,0,2,10,0,10,90,42,48
District - Madurai,Rural,Unknown,9,3,6,0,0,0,1,0,1,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
District - Madurai,Urban,15-34,3268,1842,1426,803,460,343,43,23,20,914,467,447,186,129,57,6,6,0,51,17,34,286,171,115,11,11,0,531,390,141,0,0,0,229,164,65,119,113,6,59,53,6,0,0,0,43,34,9,48,46,2,65,48,17,145,52,93,106,13,93,1229,565,664
District - Madurai,Urban,35-59,2829,1501,1328,876,387,489,30,19,11,1364,640,724,251,131,120,15,8,7,78,26,52,172,120,52,27,15,12,618,363,255,0,0,0,190,111,79,111,104,7,28,25,3,0,0,0,6,3,3,56,53,3,117,68,49,71,24,47,74,8,66,497,170,327
District - Madurai,Urban,60+,458,256,202,158,81,77,15,9,6,272,166,106,55,21,34,0,0,0,14,6,8,15,11,4,2,0,2,89,56,33,0,0,0,11,3,8,0,0,0,3,3,0,0,0,0,6,3,3,0,0,0,12,12,0,4,0,4,6,0,6,112,47,65
District - Madurai,Urban,Unknown,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
District - Theni,Total,15-34,6342,3328,3014,1155,547,608,168,86,82,5057,2423,2634,118,62,56,0,0,0,120,40,80,300,172,128,14,14,0,382,256,126,0,0,0,188,138,50,150,150,0,16,12,4,0,0,0,18,18,0,38,38,0,26,24,2,82,26,56,104,52,52,716,364,352
District - Theni,Total,35-59,6331,3141,3190,1319,587,732,179,85,94,6235,2919,3316,218,116,102,6,6,0,60,46,14,104,80,24,0,0,0,296,144,152,0,0,0,100,56,44,66,60,6,16,6,10,0,0,0,6,0,6,18,18,0,46,32,14,26,12,14,62,50,12,212,98,114
District - Theni,Total,60+,1452,716,736,426,225,201,46,31,15,1454,718,736,78,44,34,0,0,0,8,6,2,22,12,10,0,0,0,80,26,54,0,0,0,36,18,18,6,6,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,24,0,24,120,80,40
District - Theni,Total,Unknown,12,7,5,0,0,0,1,1,0,7,2,5,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
District - Theni,Rural,15-34,4035,1928,2107,728,322,406,139,68,71,3608,1588,2020,52,30,22,0,0,0,54,22,32,158,84,74,0,0,0,176,80,96,0,0,0,72,48,24,70,70,0,0,0,0,0,0,0,6,6,0,8,8,0,6,6,0,32,14,18,82,44,38,300,182,118
District - Theni,Rural,35-59,4059,1877,2182,784,347,437,156,75,81,4267,1885,2382,48,22,26,6,6,0,12,12,0,40,34,6,0,0,0,122,44,78,0,0,0,20,6,14,24,24,0,8,6,2,0,0,0,6,0,6,6,6,0,14,14,0,14,12,2,48,44,4,52,34,18
District - Theni,Rural,60+,970,459,511,249,122,127,41,27,14,1050,502,548,26,14,12,0,0,0,0,0,0,2,0,2,0,0,0,28,6,22,0,0,0,8,6,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,36,20,16
District - Theni,Rural,Unknown,8,3,5,0,0,0,1,1,0,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
District - Theni,Urban,15-34,2307,1400,907,427,225,202,29,18,11,1449,835,614,66,32,34,0,0,0,66,18,48,142,88,54,14,14,0,206,176,30,0,0,0,116,90,26,80,80,0,16,12,4,0,0,0,12,12,0,30,30,0,20,18,2,50,12,38,22,8,14,416,182,234
District - Theni,Urban,35-59,2272,1264,1008,535,240,295,23,10,13,1968,1034,934,170,94,76,0,0,0,48,34,14,64,46,18,0,0,0,174,100,74,0,0,0,80,50,30,42,36,6,8,0,8,0,0,0,0,0,0,12,12,0,32,18,14,12,0,12,14,6,8,160,64,96
District - Theni,Urban,60+,482,257,225,177,103,74,5,4,1,404,216,188,52,30,22,0,0,0,8,6,2,20,12,8,0,0,0,52,20,32,0,0,0,28,12,16,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,84,60,24
District - Theni,Urban,Unknown,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
District - Virudhunagar,Total,15-34,8957,4241,4716,1838,780,1058,416,200,216,4688,1889,2799,432,262,170,55,33,22,239,41,198,2132,830,1302,11,5,6,730,492,238,0,0,0,195,146,49,238,235,3,41,32,9,0,0,0,27,27,0,37,22,15,61,46,15,168,56,112,51,13,38,1274,692,582
District - Virudhunagar,Total,35-59,9209,3821,5388,1656,659,997,572,290,282,6690,2515,4175,568,288,280,55,33,22,175,48,127,1260,477,783,21,15,6,647,352,295,0,0,0,122,83,39,76,71,5,45,41,4,0,0,0,8,5,3,32,27,5,64,42,22,69,30,39,127,37,90,334,126,208
District - Virudhunagar,Total,60+,2215,956,1259,568,250,318,146,88,58,1845,753,1092,120,73,47,6,6,0,73,25,48,226,108,118,2,0,2,131,38,93,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,20,18,2,4,0,4,39,14,25,157,80,77
District - Virudhunagar,Total,Unknown,3,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
District - Virudhunagar,Rural,15-34,7058,3238,3820,1448,582,866,396,190,206,4138,1652,2486,404,248,156,52,30,22,186,36,150,1484,526,958,8,2,6,524,324,200,0,0,0,112,88,24,160,160,0,24,18,6,0,0,0,18,18,0,18,6,12,36,30,6,110,48,62,32,8,24,804,436,368
District - Virudhunagar,Rural,35-59,7463,2985,4478,1223,478,745,539,272,267,5745,2095,3650,486,252,234,52,30,22,108,36,72,812,288,524,12,6,6,442,206,236,0,0,0,80,62,18,48,48,0,24,24,0,0,0,0,0,0,0,12,12,0,28,18,10,38,24,14,88,24,64,172,66,106
District - Virudhunagar,Rural,60+,1808,744,1064,458,197,261,136,82,54,1586,633,953,102,58,44,6,6,0,54,22,32,128,46,82,0,0,0,128,38,90,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,2,0,2,26,8,18,84,36,48
District - Virudhunagar,Rural,Unknown,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
District - Virudhunagar,Urban,15-34,1899,1003,896,390,198,192,20,10,10,550,237,313,28,14,14,3,3,0,53,5,48,648,304,344,3,3,0,206,168,38,0,0,0,83,58,25,78,75,3,17,14,3,0,0,0,9,9,0,19,16,3,25,16,9,58,8,50,19,5,14,470,256,214
District - Virudhunagar,Urban,35-59,1746,836,910,433,181,252,33,18,15,945,420,525,82,36,46,3,3,0,67,12,55,448,189,259,9,9,0,205,146,59,0,0,0,42,21,21,28,23,5,21,17,4,0,0,0,8,5,3,20,15,5,36,24,12,31,6,25,39,13,26,162,60,102
District - Virudhunagar,Urban,60+,407,212,195,110,53,57,10,6,4,259,120,139,18,15,3,0,0,0,19,3,16,98,62,36,2,0,2,3,0,3,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,8,6,2,2,0,2,13,6,7,73,44,29
District - Virudhunagar,Urban,Unknown,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
District - Ramanathapuram,Total,15-34,8947,4282,4665,1480,735,745,1855,932,923,5380,2243,3137,204,122,82,44,12,32,100,32,68,110,56,54,0,0,0,496,364,132,0,0,0,180,168,12,130,128,2,72,66,6,0,0,0,8,8,0,18,18,0,38,30,8,110,30,80,230,32,198,1452,776,676
District - Ramanathapuram,Total,35-59,9481,4226,5255,1557,675,882,2225,1140,1085,6749,2673,4076,360,216,144,40,10,30,134,60,74,114,70,44,0,0,0,546,370,176,0,0,0,102,60,42,40,36,4,24,24,0,0,0,0,0,0,0,0,0,0,42,36,6,46,8,38,164,18,146,452,180,272
District - Ramanathapuram,Total,60+,2074,1103,971,456,220,236,550,339,211,1706,832,874,46,24,22,10,0,10,14,0,14,18,8,10,2,0,2,40,32,8,0,0,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,2,2,0,48,24,24,80,50,30
District - Ramanathapuram,Total,Unknown,23,16,7,7,7,0,2,2,0,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,2
District - Ramanathapuram,Rural,15-34,7923,3691,4232,1269,588,681,1749,884,865,5137,2127,3010,170,88,82,44,12,32,86,32,54,54,18,36,0,0,0,346,234,112,0,0,0,124,112,12,90,90,0,46,46,0,0,0,0,8,8,0,0,0,0,14,6,8,98,24,74,204,32,172,1022,566,456
District - Ramanathapuram,Rural,35-59,8558,3786,4772,1304,513,791,2043,1050,993,6399,2513,3886,246,126,120,36,8,28,104,42,62,86,50,36,0,0,0,408,294,114,0,0,0,52,30,22,32,30,2,18,18,0,0,0,0,0,0,0,0,0,0,28,22,6,20,8,12,146,12,134,244,96,148
District - Ramanathapuram,Rural,60+,1922,1008,914,389,183,206,524,326,198,1653,805,848,16,6,10,8,0,8,14,0,14,4,0,4,0,0,0,16,12,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,18,22,34,24,10
District - Ramanathapuram,Rural,Unknown,23,16,7,1,1,0,2,2,0,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,2
District - Ramanathapuram,Urban,15-34,1024,591,433,211,147,64,106,48,58,243,116,127,34,34,0,0,0,0,14,0,14,56,38,18,0,0,0,150,130,20,0,0,0,56,56,0,40,38,2,26,20,6,0,0,0,0,0,0,18,18,0,24,24,0,12,6,6,26,0,26,430,210,220
District - Ramanathapuram,Urban,35-59,923,440,483,253,162,91,182,90,92,350,160,190,114,90,24,4,2,2,30,18,12,28,20,8,0,0,0,138,76,62,0,0,0,50,30,20,8,6,2,6,6,0,0,0,0,0,0,0,0,0,0,14,14,0,26,0,26,18,6,12,208,84,124
District - Ramanathapuram,Urban,60+,152,95,57,67,37,30,26,13,13,53,27,26,30,18,12,2,0,2,0,0,0,14,8,6,2,0,2,24,20,4,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,2,2,0,8,6,2,46,26,20
District - Ramanathapuram,Urban,Unknown,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
District - Thoothukkudi,Total,15-34,8918,4492,4426,1001,479,522,294,137,157,4649,2037,2612,357,262,95,226,125,101,316,104,212,814,265,549,39,37,2,1031,676,355,0,0,0,209,164,45,365,355,10,47,41,6,0,0,0,32,18,14,27,21,6,69,57,12,156,36,120,112,14,98,1176,622,554
District - Thoothukkudi,Total,35-59,9274,3934,5340,925,328,597,376,179,197,6252,2391,3861,615,363,252,290,154,136,241,58,183,488,178,310,29,27,2,952,405,547,0,0,0,107,88,19,123,121,2,29,15,14,0,0,0,6,6,0,21,15,6,64,36,28,58,20,38,97,12,85,451,194,257
District - Thoothukkudi,Total,60+,2444,1091,1353,439,155,284,111,63,48,2005,815,1190,162,99,63,25,12,13,107,45,62,48,10,38,3,3,0,212,102,110,0,0,0,15,9,6,0,0,0,15,9,6,0,0,0,0,0,0,3,3,0,5,3,2,8,8,0,26,0,26,138,65,73
District - Thoothukkudi,Total,Unknown,7,5,2,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
District - Thoothukkudi,Rural,15-34,7285,3618,3667,787,332,455,267,123,144,4387,1937,2450,326,242,84,160,104,56,210,98,112,528,160,368,0,0,0,764,452,312,0,0,0,126,102,24,280,270,10,28,26,2,0,0,0,16,14,2,6,0,6,38,32,6,122,16,106,94,14,80,720,360,360
District - Thoothukkudi,Rural,35-59,7705,3310,4395,732,252,480,357,170,187,5718,2260,3458,538,318,220,196,108,88,156,52,104,238,98,140,12,12,0,746,272,474,0,0,0,60,50,10,60,60,0,12,6,6,0,0,0,6,6,0,12,6,6,26,18,8,32,14,18,76,12,64,192,100,92
District - Thoothukkudi,Rural,60+,2156,947,1209,362,121,241,101,56,45,1857,766,1091,134,78,56,22,12,10,86,36,50,28,2,26,0,0,0,180,74,106,0,0,0,6,6,0,0,0,0,10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,24,0,24,68,30,38
